File_x,Pred_Dice,Pred_Jaccard,Pred_HD(voxels),Pred_Sensitivity,Pred_Specificity,BET_Dice,BET_Jaccard,BET_HD(voxels),BET_Sensitivity,BET_Specificity,3dSS_Dice,3dSS_Jaccard,3dSS_HD(voxels),3dSS_Sensitivity,3dSS_Specificity,Subject,Run,Volume,File_y,MaskVolume
test-GT-masks-WSU/mask_zpr_2006-T1_run1_vol0017.nii.gz,0.9193266903113213,0.8506980620962701,3.7416573867739413,0.8571278605920638,0.999782783151213,0.2729949593252483,0.1580742110738643,27.676705006196094,0.15817172379226588,0.999889318548136,0.22258086390452295,0.12522699873338522,25.709920264364882,0.12528626828300102,0.9998874748633364,2006-T1,run1,vol0017.nii.gz,test-Pred-masks-WSU/binary/bc_pred_zpr_2006-T1_run1_vol0017.nii.gz,9526.0
test-GT-masks-WSU/mask_zpr_2013-T1_run1_vol0043.nii.gz,0.9641832855332488,0.9308435286542176,2.0,0.9321640443641991,0.9999669905592999,0.20945877519133113,0.1169807052131476,28.089143810376278,0.1169807052131476,1.0,0.2106090602072901,0.11769874068530149,31.32091952673165,0.11770831638381307,0.9999821131521992,2013-T1,run1,vol0043.nii.gz,test-Pred-masks-WSU/binary/bc_pred_zpr_2013-T1_run1_vol0043.nii.gz,7754.0
test-GT-masks-WSU/mask_zpr_2013-T1_run1_vol0060.nii.gz,0.9620909536822928,0.9269511207129355,2.23606797749979,0.9347766884531591,0.999814175418405,0.19715383520705848,0.1093569928800341,27.51363298439521,0.1093569928800341,1.0,0.20292026558552206,0.11291667347839592,30.789608636681304,0.11295360512845672,0.9999285313550812,2013-T1,run1,vol0060.nii.gz,test-Pred-masks-WSU/binary/bc_pred_zpr_2013-T1_run1_vol0060.nii.gz,7344.0
test-GT-masks-WSU/mask_zpr_2013-T1_run1_vol0078.nii.gz,0.9501482841406581,0.905030938929244,4.123105625617661,0.9057619816908993,0.9999820124473864,0.1929347047531731,0.10676686960933536,28.600699292150182,0.10676686960933536,1.0,0.1999672867317958,0.11109091810266493,31.76476034853718,0.11110927507972966,0.9999643461984135,2013-T1,run1,vol0078.nii.gz,test-Pred-masks-WSU/binary/bc_pred_zpr_2013-T1_run1_vol0078.nii.gz,7428.0
test-GT-masks-WSU/mask_zpr_2013-T1_run1_vol0127.nii.gz,0.9511093128329624,0.9067763919249068,3.605551275463989,0.9075933075933076,0.9999789929836566,0.2085099469789836,0.11638911788953009,28.178005607210743,0.11638911788953009,1.0,0.21152692815161328,0.11827235840515073,30.23243291566195,0.11828227442694972,0.9999822288567823,2013-T1,run1,vol0127.nii.gz,test-Pred-masks-WSU/binary/bc_pred_zpr_2013-T1_run1_vol0127.nii.gz,7770.0
test-GT-masks-WSU/mask_zpr_2013-T1_run1_vol0160.nii.gz,0.9608131791097091,0.9245817593092283,2.8284271247461903,0.9265819361817198,0.9999520377942182,0.19650698745547912,0.10895910662732781,27.80287754891569,0.10895910662732781,1.0,0.20731117824773415,0.11564258990865887,29.49576240750525,0.1156562336721107,0.9999751474290015,2013-T1,run1,vol0160.nii.gz,test-Pred-masks-WSU/binary/bc_pred_zpr_2013-T1_run1_vol0160.nii.gz,7396.0
test-GT-masks-WSU/mask_zpr_2019-T1_run1_vol0121.nii.gz,0.8905050505050505,0.8026219956300072,2.8284271247461903,0.8132841328413284,0.9999470022406275,0.0422537868070096,0.02158287244907791,30.675723300355934,0.02158287244907791,1.0,0.0520035288108836,0.026695905038852077,30.364452901377952,0.026695905038852077,1.0,2019-T1,run1,vol0121.nii.gz,test-Pred-masks-WSU/binary/bc_pred_zpr_2019-T1_run1_vol0121.nii.gz,1355.0
test-GT-masks-WSU/mask_zpr_2019-T1_run1_vol0150.nii.gz,0.890769850866586,0.8030523255813954,3.7416573867739413,0.8125,0.9999528901870259,0.04172793091254257,0.02130854622871046,30.805843601498726,0.02130854622871046,1.0,0.05428702874161602,0.02790084125640898,29.966648127543394,0.02790084125640898,1.0,2019-T1,run1,vol0150.nii.gz,test-Pred-masks-WSU/binary/bc_pred_zpr_2019-T1_run1_vol0150.nii.gz,1360.0
test-GT-masks-WSU/mask_zpr_2019-T1_run2_vol0100.nii.gz,0.9389281262982966,0.884886452623336,2.23606797749979,0.900398406374502,0.9999352440269974,0.04223880323390837,0.021575053843992883,31.591137997862628,0.021575053843992883,1.0,0.053539062136915,0.027505849768396925,29.899832775452108,0.027505849768396925,1.0,2019-T1,run2,vol0100.nii.gz,test-Pred-masks-WSU/binary/bc_pred_zpr_2019-T1_run2_vol0100.nii.gz,1255.0
test-GT-masks-WSU/mask_zpr_2019-T1_run2_vol0170.nii.gz,0.8882725832012678,0.7990021382751248,3.1622776601683795,0.8070554355651548,0.9999587753936213,0.04300545619884814,0.02197525605529633,31.04834939252005,0.02197525605529633,1.0,0.053341479462355484,0.02740155959537433,31.20897306865447,0.02740155959537433,1.0,2019-T1,run2,vol0170.nii.gz,test-Pred-masks-WSU/binary/bc_pred_zpr_2019-T1_run2_vol0170.nii.gz,1389.0
test-GT-masks-WSU/mask_zpr_2020-T2_run2_vol0070.nii.gz,0.9578356426182513,0.9190830945558739,2.23606797749979,0.9196100917431193,0.9999849520874464,0.24738416780997405,0.14115139397140378,41.773197148410844,0.14260667390848628,0.9981249068518885,0.16978799822748794,0.09276957973341489,40.91454509095757,0.10443864229765012,0.98567970758381,2020-T2,run2,vol0070.nii.gz,test-Pred-masks-WSU/binary/bc_pred_zpr_2020-T2_run2_vol0070.nii.gz,8720.0
test-GT-masks-WSU/mask_zpr_2020-T2_run2_vol0115.nii.gz,0.9652322767251048,0.9328009127210496,2.23606797749979,0.9363261566651397,0.9999006801902125,0.24789579485838495,0.141484618398224,41.78516483155236,0.14315376193891804,0.9978299665988459,0.17569714693623784,0.09630919923255579,40.755367744629666,0.10832528820489522,0.9856299096718492,2020-T2,run2,vol0115.nii.gz,test-Pred-masks-WSU/binary/bc_pred_zpr_2020-T2_run2_vol0115.nii.gz,8732.0
test-GT-masks-WSU/mask_zpr_2020-T2_run2_vol0170.nii.gz,0.9620267841614006,0.9268319928507596,2.0,0.9294275792539487,0.9999247135350007,0.25296403797904266,0.14479612525343546,41.53311931459037,0.14647068877115024,0.9978878588298946,0.18066993615249374,0.09930574981562953,40.27406113120453,0.11187188448977253,0.985569415131695,2020-T2,run2,vol0170.nii.gz,test-Pred-masks-WSU/binary/bc_pred_zpr_2020-T2_run2_vol0170.nii.gz,8927.0
test-GT-masks-WSU/mask_zpr_2029-T1_run2_vol0030.nii.gz,0.9479063381893067,0.9009714368566043,4.242640687119285,0.9054349409879061,0.9998982428942115,0.2791030108103279,0.16218461218980376,20.346989949375804,0.16218461218980376,1.0,0.23337754777962524,0.13210380491106363,24.351591323771842,0.13210939317667464,0.999993190631671,2029-T1,run2,vol0030.nii.gz,test-Pred-masks-WSU/binary/bc_pred_zpr_2029-T1_run2_vol0030.nii.gz,6863.0
test-GT-masks-WSU/mask_zpr_2029-T1_run2_vol0140.nii.gz,0.947444412359226,0.9001371742112483,2.449489742783178,0.9036078215367668,0.999916099841189,0.29797431723638995,0.17507040008501143,20.663978319771825,0.17507040008501143,1.0,0.25180062281489407,0.14403427097676655,23.280893453645632,0.14403427097676655,1.0,2029-T1,run2,vol0140.nii.gz,test-Pred-masks-WSU/binary/bc_pred_zpr_2029-T1_run2_vol0140.nii.gz,7262.0
test-GT-masks-WSU/mask_zpr_2031-T1_run2_vol0020.nii.gz,0.9334719334719335,0.8752436647173489,2.449489742783178,0.8790515553621927,0.9999405460842165,0.12972575827756394,0.06936189109790257,32.01562118716424,0.06936189109790257,1.0,0.1492274055156448,0.08062978993765635,31.160872901765764,0.08062978993765635,1.0,2031-T1,run2,vol0020.nii.gz,test-Pred-masks-WSU/binary/bc_pred_zpr_2031-T1_run2_vol0020.nii.gz,4597.0
